userName,content,score,at
Danank Victoria,Bagus bgt,5,2023-08-14 22:58:07
Muhammad Jounaidi,"Gabisa login, sms otp lambat masuk. Sedangkan berbatas waktu hanya 5 menit. Alhasil otp tidak berlaku terus.",1,2023-08-14 17:34:42
Firna Putri Sofianty,SERING GABISA MAKE,3,2023-08-14 15:25:48
Andri Wibowo,Aplikasi yang bisa dipercaya dan semoga bermanfaat,5,2023-08-14 14:21:35
Atharva Deandre G P,Lumayan bagus,5,2023-08-14 12:41:37
ANA MARDIANA,Mau transfer aja gagal terus. Gk bisa dipake dalam keadaan yg harus cepet. Jadi males pake blu.,4,2023-08-14 12:19:55
Sugito,mantappp.sangat membantu dalam pembayaran2 dan transfer memtransfer.,5,2023-08-14 12:09:46
wastim _cb,"Sejak ada biaya setor dan tarik tunai, jadi malas pakai BLU,, auto unistall dan pindah ke bca syariah nya",4,2023-08-14 12:01:04
Dapur PAS,waduh kebayakan biaya.. tarik tunai non kartu diatm bca 3500.. auto ga pake deh,1,2023-08-14 11:36:59
Dewi Wulan Ramandhani,Saya kirim uang ke rekening pribadi melalui blu bca status berhasil tapi saya cek di rekening tujuan tdk ada dana masuk...tolong di perbaiki ya kinerja blu bca.,1,2023-08-14 11:00:36
irwan wibowo putro,Ini kenapa ya loading terus ngak bisa masuk aplikasi,3,2023-08-14 10:17:44
Ridwan Hermawan,"Pelayanan yang buruk lama proses nya untuk merubah nomor handphone buat login , di proses terus tidak ada kunjung perubahan saya menyesal gunakan BCA blu untuk kedepan nya jangan hanya otp melalui SMS tetapi terapkan melalui wa juga Bukan nya membantu kemudahan malah jadi di sulitkan sistem ini itu saya sudah lengkap data pengajuan tetapi layanan buruk baca nih devloper",1,2023-08-14 05:08:24
Eddies alriyan j,TF ke sesama kena admin lumayan agak gede...!! Auto uninstal nih APK busuk...,2,2023-08-14 04:25:00
Alfinur Suryadi,Merugikan sekali setiap transaksi ambil uang biaya admin nya sampe 3.500!!!,1,2023-08-14 02:38:24
Markus Goh,Terima kasih walaupun sudah persulit saya,5,2023-08-14 01:55:20
Ahmad Saepuloh,"Setelah saya ikuti sarannya, yaitu clear data di aplkasi, dan login lagi, akhirnya bisa lagi transaksi untuk transfer keluar. Tapi agak takut takut nyangkut ..",5,2023-08-14 00:37:56
AGUS RIYADI,Aplikasinya sangat membantu,3,2023-08-13 17:06:08
Febby Nanda,"Dulu awal launching katanya bebas biaya admin, sekarang trf/tarik tunai aja udah biaya admin. Padahal pakek blu bca untuk simpen uang yg buat urgent2 yg ditarik. Uinstall deh",2,2023-08-13 14:57:57
Sahroni Roni,aplikasi blu nya bgus dan mudah jga buat transaksi pokoknya goot,5,2023-08-13 12:46:36
Hen Dri,mantap sangat membantu sekali,5,2023-08-13 12:22:08
Daffa Afiansyah,Dr kmrn cape bgt transaksi debit online pake BCA biasa di tolak mulu akhirnya baru bisa pake BLU. Kaya punya rekening dan m BCA tapi TANPA RIBET. Dan proses yang SUPER CEPAT MANTAP!!!!,5,2023-08-13 06:32:17
Bukan bos Tapi pasti,Baik,3,2023-08-13 05:57:14
Aray Inovation,"Aplikasi djjal gak guna. Mau transaksi ga bisa, mau top up ga bisa, mau transfer terossss aja coba lagi coba lagi. Woyyy uang hw nyangkut di aplikasi ini ga bisa di apa2ain. Yg blm instal atau daftar, mending jgn pakai aplikasi.",1,2023-08-13 04:28:28
Mustofa Mustofa,Kenapa saya mau tarik tunai dan transfer ke VA gak bisa?,3,2023-08-12 18:24:37
Muhamad Rizal Nasrudin,GA ASIK SEKARANG CUMA BISA 1X TARIK TUNAI TANPA KARTU DALAM 1BULAN AUTO UNISTALL,1,2023-08-12 17:32:59
Kus yaeni,3 bulan ini Berrraaaat min..setor tunai bayar 3500.tranfer ke VA BCA bayar karena belum support BI fast rekening tujuanya.banyak yang bayar masih mending bank konvensional .ayolah min gratisin setor tunainya paling ga Gope dah kaya sebelah,4,2023-08-12 16:42:28
Johan Saputra,Verifikasi ke email susah min.. gak bisa2.. tolong dibantu perbaiki ya min biar bisa di verifikasi.. hehe..,5,2023-08-12 16:32:41
Amelia Prasetyo,"berulang2 login logout tetep gak bisa bikin form tarik tunai. tdinya tarik tunai gratis + gak susah skrg susah + kena fee 3.500, makin gajelas !!!",1,2023-08-12 15:29:51
Budi Rihanto,"mudah,praktis..promonya siip.",5,2023-08-12 15:08:09
Risma Syarifah,"sukak bgt nih sama blu , cocok bgt buat aku yg apa apa pake qris wkwk",5,2023-08-12 13:46:08
Apid Pudori,cukup nyaman,5,2023-08-12 12:41:18
Taufik Suryono,Trima kasih,5,2023-08-12 10:44:49
Akhmad Rizal fansuri,"Biaya admin terlalu mahal 3500 per setor atau tarik tunai, sedangkan bank lain tanpa biaya.",1,2023-08-12 09:03:16
AL Ahmad,Bank digital tersombong di dunia sok kaya Nasabah yg saldonya nol Katanya hanya jadi beban Blokir saja ni akun bank blu bca Tidak lama lagi blue BCA akan bangkrut,1,2023-08-12 05:57:18
Bayu Aditya,"Ko, tidak bisa atur pin Ada masalah terus",1,2023-08-12 05:53:51
Lady Dun,Ok,5,2023-08-12 05:12:13
iMusic hsha,"Kurang aja, update yg sekarang susah banget buat login dan transaksi",1,2023-08-12 04:59:51
mnrlqwy,"Setelah update, sering gagal login, bahkan saat mau transfer juga sama ""wah putus.. blablaa.."". UXnya berasa lambat banget ni aplikasi dibanding MyBCA bahkan e-wallet lain",2,2023-08-12 04:23:27
Fina Novri,"Aplikasi nya buruk bgt, masa ga bisa transfer sama sekali. Parah blu BCA ini, aplikasi paling ga becus",2,2023-08-12 03:45:35
nurmaf atu,"Pakai selama setahun aman, enjoy, mudah.",5,2023-08-12 00:30:06
Straight Yogi,Istimewa 🤑,5,2023-08-12 00:02:40
Doni Setiawan,Awal² pake si enak² aja gratis tarik tunai di ATM BCA eh sekarang malah bayar transfer sesama BCA pun bayar ga asik nin,3,2023-08-11 23:22:02
sebelas April,"goblog nih aplikasi, update aja terus tp transaksi ke virtual akun masih aja ga bisa",1,2023-08-11 21:41:09
Mutakim,Blu emang mantap saya suka😊,5,2023-08-11 17:09:44
Mamang Aca,Tolong dong adain ATM nya plis,5,2023-08-11 11:41:59
Naufal Hadyan,"Aplikasinya sendiri bagus, saya tidak komplain perihal kualitas aplikasinya, tapi ada kok Bank Digital lain yang menawarkan bebas biaya admin bulanan dan tetap ada kartu debit fisik. Buat saya dan banyak orang lain masih lebih worth it punya rekening BCA asli (seperti Tahapan Xpresi, admin bulanan hanya 7.5k tapi dengan full ecosystem BCA).",3,2023-08-11 11:30:31
FNU Riyadi,Pas verifikasi kode otp nggak kekirim kenapa ya?,1,2023-08-11 09:38:05
Ahmad Muhdi,Kenapa uang saya tidak bisa transaksi gagal teruss ini gimanaa tolong dong bisa dinperbaiki lagi,1,2023-08-11 06:44:49
Ifan Permana,"Aplikasi apaan ini? Ga guna sama sekali. Gabisa daftar, gagal terus pas vermuk, padahal udah bner",1,2023-08-11 04:11:21
yohanes manurung,Kapan kartu debit nya keluar,5,2023-08-11 01:55:48
Abdul Mufid,"Saya apus apk dulu ntar kalo ad kartu blu baru instal lagi, virtual bca dimatiin jadi malas",5,2023-08-10 23:06:56
andre handoko,"Tambah ruwet, apalagi verifikasi wajah",1,2023-08-10 19:36:09
Ade Krisna Kurniawan,"mau login pake wifi, atau pake data gabisa heran. padahal internet kenceng bacaannya menunggu sampe bermenit menit gak masuk.",1,2023-08-10 15:56:31
Andre Tamba,Bagus,5,2023-08-10 15:35:56
ini PIMEN,"Keren, enak dan mudah di pakai",5,2023-08-10 15:14:00
Ridla yandhani,Kok apk blu saya GK bs dbuka,3,2023-08-10 14:37:24
Aldi Renaldi,"Aneh banget ini apps bank, kocak masa iya tarik tunai di atm bca ada gratisnya .. kocak kocak",1,2023-08-10 13:46:24
Huliman fikfani Fani,sangat mudah praktis,5,2023-08-10 12:23:00
nurman ambar wiranto,dulu seinget gw klo tf ke BCA babyar dan skrg udah kaga bayar lagi jd makin keren..,5,2023-08-10 12:12:43
Eko Adisaputra,tidak terlalu mendukung sinyal padahal main game nonton vidio lancar buka apk ini buat tf aja susah,2,2023-08-10 09:48:46
Lilis Nuraeni83,oke,5,2023-08-10 07:54:48
Rahman 1015,Kode otpnya gak keluar keluar,1,2023-08-10 07:35:14
Tuan Muda,Gangguan terus skrng tuh makin gakk puas aja pake bca digital,1,2023-08-10 06:27:19
Anggara Alfarabi,Sering error,1,2023-08-10 06:21:18
Mega Gumelar,"Login aja gak masuk2, padahal dulu bagus",1,2023-08-10 05:44:56
Agus Sumarwan,"Tolongg Blu Bca aplikasi nya lemot bgt, bisa dibuat secepat bca mobile tidakk",3,2023-08-10 05:30:47
zaenal maulana,saya mensuga blu sedang bingung...,2,2023-08-10 04:38:34
Aqsani Media,Fitur virtual debit online nya keren,5,2023-08-10 04:00:34
Asan Salak,Daftar tanpa nama ibu kandung kaga bisa daftar..,3,2023-08-10 01:01:25
Elis,"Gila sih ngeselin banget kalo buat transaksi coba lagi mulu, heran",1,2023-08-10 00:26:49
jati purnomo,Maaf bintangnya aku turunin. Setelah ada aturan baru tarik dan setor tunai via atm bca sekarang jadi berbayar. Mungkin ga lama lagi akan saya tutup dan uninstal nih aplikasi,1,2023-08-09 19:08:30
Kevin Akmal,mantap,5,2023-08-09 16:28:33
InD P,Tampilan Aplikasinya JELEKKKK,1,2023-08-09 16:18:30
Pap Indodak,"ini kenapa virtual account nya ga bisa di gunakan? terus bagaimana cara transfer ke bank yang lain aduhhh , aplikasi broken",1,2023-08-09 15:25:45
JOSHUA TEWUH,mantap,5,2023-08-09 07:33:58
Anie Dyahh,Kenapa Briva nya gk bisa digunakan udah lama ttep sama gk bisa digunakan jg...,4,2023-08-09 04:41:00
akai akai,bagus,5,2023-08-09 04:17:38
Robert Beding,"Mau mulai daftar, terus verifikasi wajah udah berkali-kali coba gak berhasil, payah",1,2023-08-09 03:05:28
Chairil Ramdani Nurkhayat,Sudah mencoba berkali-kali tahap akhir pembukaan rekening dengan vidcall setelah tersambung langung berakhir dan rekening tidak jadi-jadi. Apa yg harus saya lakukan ??,4,2023-08-09 02:56:59
Moch Machrul,Awal nya gratis makin kesini apa apa bayar gak bahaya ta,1,2023-08-09 01:07:29
Sony Susianto,Apk bagus..tapi selalu gagal verifikasi email..karena kode otp lama masuk ke email..sedangkan waktu verifikasi nya sedikit.,5,2023-08-09 00:40:25
Setya Buddy,mantap dah proses nya cepat,5,2023-08-08 16:34:12
Arya Prambudi.,"Makin di update makin lambat,banyak eror nya!!!!!!",1,2023-08-08 14:28:41
Restiatul Fitriah,"Mau login lama bnget, jaringan putus mulu pdahal udh stabil",3,2023-08-08 13:03:36
Muhammad Anggaresa,"Tolong kembalikan blu yang dulu.. kenapa setor tunai dan tarik tunai mesti dibatasi 2 kali tiap bulan? Dibatasi di sini dalam artian gratis tanpa ada biaya tambahan setiap kali setor atau tarik tunai. Mana kuota setor dan tarik digabung lagi, jadi hanya bisa pilih setor atau tarik maksimal dua kali. Kan sudah jelas BLU itu rekening digital, yaa otomatis semua transaksinya digital dong.. Kalo kondisinya seperti, tidak ada lagi yg bisa diandalkan dari BLU dibandingkan dengan BCA..",1,2023-08-08 08:52:33
arief uddin,Kenapa banyak pertanyaan yang tidak dapat di buka?,4,2023-08-08 08:27:06
Kartika Anggraini,Eror mulu!!! Gaji gur udah seminggu ketahan kagak bisa diapa²in tuh duitnya,1,2023-08-08 08:23:24
Evangeline Riris,"animasi sudah oke punya, cuman jangan lupa ini perbankan lohhhh, kudu juga jaga kenyamanan dan harus mesti di tingkatkan ke-STABIL-an aplikasi. lemot parah 😌🤲",2,2023-08-08 04:58:04
Sanny 777,Luar biyash mantap gapan bgt no rebet tq,5,2023-08-08 01:06:23
Eko Prasetyo Bakti Sugiantoko,"Sekarang blu udah nggk flexible dulu, setor tunai dan tarik tunai harus bayar 3500, alih"" program loyalti tapi cuma 2x gratis (saya nggk pernah nyimpen uang dibank dlm jumlah besar). Waktu itu buka rekening blu supaya bisa menikmati ekosistem bca gratis dan tanpa admin tabungan, dan sekarang rek.blu sudah tidak bisa lagi saya jadikan daily driver. Thanks blu atas kerjasamanya... 😔",2,2023-08-07 18:00:55
Kalisalak 73,Tapi belum lengkap,5,2023-08-07 15:21:24
Dede Iskandar,bagus oke banyak promo nya ada juga cesbeknya,5,2023-08-07 12:16:27
bintang prasetyo,good recommend it is,5,2023-08-07 09:12:41
༄:Đ•ñ•Ġ:࿐,entah kenapa aplikasi ini begitu berat di hapeku,3,2023-08-07 08:06:15
sawal aja,baru coba mau buka rekening aja pas verifikasi wajah ada kalo 50 kali lebih masih gak bisa dasar apk gak guna tolong di perbaiki sistem lagi masa udah jelas masih aja gak bisa kan aneh,1,2023-08-07 06:36:18
niko prasetyo,"taransfer dari gopay ke blue kok ditolak terus, ga pantes bawa nama BCA l, PAYAH !",1,2023-08-07 04:27:56
Adhienata Putra,nice,5,2023-08-07 03:35:04
Handy Wardhana,"Dana ditransfer via BI-FAST tidak masuk ke rekening tujuan, padahal sudah debit saldo dan sudah ada notifikasi sukses. update: selesai kurang dari seminggu",5,2023-08-07 03:18:50
novi ramdhani,well,5,2023-08-07 02:09:58
ADITYA RIZKI,cara balikin akun yang terblokir gimana min?,4,2023-08-07 01:51:21
Fani Arifianto,"Makin kesini makin amburadul Bintang di ps bisa mantab bgini bnyakan robot kl yg komen y,update sering tp makin jebloggg....ap2 udah berbayar kynya kentut jg berbayar dsini,udh transaksi tf makin sulit alesanya tunggu sampe besok,kl besok gk bs jg auto apuss",1,2023-08-07 01:45:01
doni aryandi (Koki Cpy),good,5,2023-08-07 00:42:02
Gatoot Brieger,"BLU sekarang jelek, stor dan tarik tunai ada adminnya, tidak kaya dulu bebas admin",2,2023-08-06 23:10:40
Pengamat Suasana,"blu lupa bahwa ada BRI BISA yg sudsh digital dan admin 0. blue juga lupa kalo ngandelin fitur ternyta Ada bank digital yg lebih lengkp. persaingan bukan pada promo bagi saya. tapi pada kemudahan akses, kemurahan akses dan kemudahan pengaduan. repoy jg harus call premium cabang tidak ada. mending bca xpressi sekalian.",3,2023-08-06 22:26:20
Yuni Dwi Astuti,"waktu mau bayar pake qr code lemot banget, kalo mau tarik tunai juga ada biayanya sekarang",2,2023-08-06 18:12:35
Mobile Banking,baguuusss,5,2023-08-06 17:41:25
Josia Sihombing,oke,5,2023-08-06 11:45:09
Amar Amarasan,"Blu by bca digital mantap deh,ayo cepet bergabung,sangat bagus untuk berbisnis.",5,2023-08-06 09:40:41
New Binda,"Katanya upgrade bisa buka rek bisnis.. tp sayang sekali layanan untuk portal pembayaran Qris dr Blu blm ada ya? Masih kalah sama Dana Bisnis ada Qrisnya, itupun tanpa ada potongan komisi 0,7% untuk maksimal akumulasi pemasukan 85juta dengan memakai Qris. Klo ada di blu itu sangat membantu sekali jdi ga perlu lgi transfer/top up sana sini. Kira2 Blu kapan ya bisa gtu? Klo beneran sampe ada barcode Qris saya kasih bintang 5. Suer deh!!",3,2023-08-06 09:31:41
Okta Prianto,"Cacad gabisa udh screenlock udh kunci aplikasi on,, developer nya gimn sih",1,2023-08-06 05:18:19
Ahmad Syarif,"Sekarang serba ADM,tf setor semua kena adm nggak kaya dulu,untuk tf bang lain ADM nya terlalu besar,jadi kasian yg tf pada ngeluh,tf ke BCA juga sama kena ADM gmna inih.",2,2023-08-06 04:44:09
K1NG,"Verifikasi wajah gagal mulu,tititlah,bisa nggak bikin aplikasi,udh seMua gagal terus sampe senyum keriNg dibuatnya,pulsa lagi layanan pake wa lah biat cepet respon,lo baca koment orang tuh cuma baru pake behel aja nggak bisa login,gara2 monyong kali mulutnya,Verifikasi Muka di benerin,dgn usaha keras tinggal kode otp nih mana blm masuk2 dari tadi,mana otppppppp sms nggak masuk2,pake pulsa toh udh kepotong tanpa tau kalau bayar,sms telat masuk parah",1,2023-08-06 04:06:15
Hersa Desse Nissa,"Tarik tunai kena biaya, transfer ke BCA pun skg kena biaya, virtual account juga error' Mulu, mulai males pake aplikasi ini",2,2023-08-06 01:56:30
Juned My heart,Nice,5,2023-08-06 01:39:15
R I Y A N,Semoga bisa terus terpercaya,5,2023-08-05 20:01:38
Xaaomi Redmi 6a,Good,5,2023-08-05 19:30:10
Fadly Ahsan Mokodompit,Transfer ke bang BCA and Tarik Tunai aja pake biaya admin. Padahal dulunya gk gitu kecewa sih,1,2023-08-05 17:09:56
Rendy Ariesta Chandra,Good,5,2023-08-05 15:55:20
Monkey D’ Luffy,"Gangguan dari kemarin, gmna ini gan",1,2023-08-05 12:27:20
Maulana Rizkie,Sampe hari ini mau pakai layanan virtual bca virtual account ga bisa bisa,1,2023-08-05 11:19:56
Itz. Rafaa,Sekarang ta kasih bintang 1 kecewa karena sekarang ada biaya administrasi setiap setor tunai ATM terus tarik tunai juga di kenakan biaya admin......jadi sekarang tidak di gunakan lagi BCA Digital.. pindah ke bank digital yang lain yg bebas biaya admin.. goodbye BCA Digital,1,2023-08-05 10:25:15
Jarot Purwoko,"sad sed das des ,mantap blue bca nih",5,2023-08-05 10:20:09
Helna Pratiwi,sangat baik,4,2023-08-05 06:54:28
Jk Tw07,Mau pengnalan wajah untuk ganti nomor hp gagal terus belum apa2 udah sesi habis terus....,3,2023-08-05 06:09:45
Suci Nofianti,kode otp ga bisa masuk. pdhl kurang 1 langkah,3,2023-08-05 05:14:42
Dwi Olipah,Setiap mau daftar verifikasi wajah selalu logout sendiri keluar terus udah coba berkali² tetap aja logout sendiri,2,2023-08-05 04:25:48
Nur Hasanah,"Kemarin transfer virtual account gak bisa , sekarang nambah lagi bi fast juga gak bisa , makin gak karuan",1,2023-08-05 03:15:12
Bambang Sudarwanto,Blu memang ok,5,2023-08-05 03:13:48
Dicky Surya Putra (Major Dicky),TOP.,5,2023-08-04 18:33:25
feri san,topp selalu,5,2023-08-04 13:37:35
Irfan Lazuardi M,Aplikasi nya jelek banget banyak gangguan mau ngirim uang juga banyak kendala Saya rekomendasika jangan download aplikasi ini Menyebalkan sekali Orang butuh banget malah gak bisa ngirim uang Sungguh memuakkan Sangat lambat sekali,1,2023-08-04 13:12:38
Riki Muhamad Rizky,blu??👍🏻👍🏻👍🏻,5,2023-08-04 12:58:55
Ayuning Tyas NH,"Hari ini blu by BCA ga bisa di gunain ya, mau transfer ke blu by BCA ga bisa².. Padahal kmrin² baik² aja 😥",3,2023-08-04 12:41:43
Muhammad Akbar Kurnia Ramadhan,"Buka aplikasi nunggu setaunn, ga niat bikin m banking nih bank",1,2023-08-04 10:46:19
REY - chatLAMA,Sekarang mau tarik tunai di atm bca bayar? Aneh bener,3,2023-08-04 09:56:24
Nana Adirna,"Terimakasih kasih BLU,, masalah nya udah di selesaikan,, tanggung jawab nya good sekali,, aku kasih bintang 5 yak,, cs nya ramah"" sekali🥰",5,2023-08-04 08:45:11
Erwin Gutawa,mantappppppp,5,2023-08-04 07:53:55
troops maze (AGi),"mantap kali pake blu, serba mudah da efesien",5,2023-08-04 07:05:10
Isya Tegar,"Jujur aku termasuk orang yang sering kelana dari satu app ke app lain, akhirnya berhenti di blu. Fitur lengkap, tinggal nunggu kartu fisik doang, sisanya ok banget. CS nya juga fast respon untungnya klo ada kendala penarikan uang",5,2023-08-04 06:59:44
Harun Alradidaja,sangat membantu untuk saya,5,2023-08-04 06:05:21
akmal gaming,Susah ambil foto selfie di aplikasi ini,1,2023-08-04 05:32:19
saiyid effendy,blu memang Fast Response... dana saya yg kepotong langsung diganti setelah kirim email pengaduan... blu memang sangat recommended...,5,2023-08-04 04:05:32
Maria Saamah,Susah buat nya Karta sandi ini salah itu GK ada bener MLS,1,2023-08-04 03:32:29
Risky Ikirisky,Mau transfer bank ini sudah di blokir kenapa ya,2,2023-08-04 03:19:22
Ahmad Usamah,bagus sangat simpel,5,2023-08-04 02:33:35
Kyc Kauriii,Tarik tunai lwat ATM jadi berbayar dan gak bisa gangguan terus makin jelek ehhhh!!,1,2023-08-04 02:30:24
Ruang Belajar,"Selama ini pemakaian lancar, terus diberi pemberitahuan mengenai promo dll. untuk masalah cepat diatasi oleh BCA. lumayan memuaskan",5,2023-08-04 00:56:47
Robynson Ahmad Hamzah,Terimakasih atas pengembalian dana nya. Semoga next bisa lancar tanpa kendala di top up E-money 📈👍,4,2023-08-03 23:22:08
parid firdaus,"Baru pisan pake ±1bln, awalnya bagus tp kesini kesini persiapan nya kaya yg belum mateng, jadi bahan uji coba mulu. Mau tf sedang bermasalah mulu. Off account dulu dah",2,2023-08-03 21:12:36
orang biasa,makin gajelas ni apkikasi skg tiap mau di transfer dr ewallet lain selalu ada notifikasi akun bank anda bermasalah .,1,2023-08-03 19:24:04
Udin Tarudin,bayak membantu. kllo bisa. aplikasinya di percepat. agak lemot sedikit.,5,2023-08-03 10:09:17
Lestari Business,Bagus👍👍👍,5,2023-08-03 09:14:36
destya maretha,"Loadingnya sekarang parah banget. Agak aneh sih kenapa kalo tf ke bca malah ada biaya adm nya. Ke bank lain enggak. Tolong untuk diperbaiki lagi, please!",3,2023-08-03 08:19:25
14 Duatujuh,Oke,5,2023-08-03 06:50:32
Ramdan Ari Sucipto,"mohon bantuannya ini, saya topup emoney 2x cuman transaksi statusnya diproses terus tapi saldo saya berkurang. saya sudah coba kontak ke nomor telponnya namun ada pemeliharaan sistem dan sudah kirim email belum ada tanggapannya juga",5,2023-08-03 06:06:07
Sese,"Sekarang transaksi (transfer online,QR,bayar online)selalu gagal Mulu,tidak kaya dulu lagi selalu lancar",1,2023-08-03 06:00:45
Sonny Fardian,mudah utk transaksi,5,2023-08-03 04:21:50
Yohanes Helebak,Very good,5,2023-08-03 01:59:30
Bin Bin,sangat buru kenapa tiap sya login pasti terkluar keterangan nya sesi berakhir,1,2023-08-03 01:12:57
Renny,So far so good,5,2023-08-03 00:36:22
HENDRA BIRTASONY,Hebat,5,2023-08-03 00:24:36
asnan ng,sudah bagus sekali,5,2023-08-03 00:14:28
Sae ExceL,BLU Mantap..👍🏻👍🏻,5,2023-08-02 23:31:05
Poetra,"Sip dah normal, terimakasih",5,2023-08-02 19:28:03
Charles Lauwiyanto,mantap abis,5,2023-08-02 16:49:45
Abi Abdussalam,"Mau verifikasi email aja nunggu kode otp di kirim ke email lama nya minta ampun .. Terus pas dapat kode otp nya,pas di masukin code salah ..",2,2023-08-02 16:22:02
rivi handayani,asiiik bisa transaksi dgn mudah yuuu bestie pake blub😘😘,5,2023-08-02 16:17:57
Sonny Kurniawan,good 👍👍,5,2023-08-02 15:36:09
rosa restiana,"Aplikasinya jelek parah. Layanan Transfer tidak bisa, tarik tunai tidak bisa, virtual account juga ga bisa. Mohon solusinya",1,2023-08-02 15:00:35
hanah ya,"Aplikasi terlalulambat, transfer lama kekirimnya",1,2023-08-02 14:58:22
Mas Iponk,"Tadinya sy kasih ***** karena ini bank mewakili kaum muda banget, tapi skg cukup ** ajalah, intinya semua hrs bayar (bahkan transaksi ke kakaknya yakni BCA) dahh ahh sementara ""off"" dulu...",2,2023-08-02 13:31:07
Nigg,"paling mantep sih ini, UI ga berat dan gada kendala + banyak promo",5,2023-08-02 12:03:25
Harta Lino,"Mantap bayar pakai QRIS Blu, lancar dan dapat Cashback pula. Terima kasih Blu.",5,2023-08-02 11:29:25
Rama Dhanz,"Malu maluin gw transaksi kga masuk"" saldo kepotong telf cs sibuk muluu gak gunaa, gara"" blu ini gw disebut penipu Sma org, udh d tlf k cs nya sibuk muluu, sudah sya hub d aplikasi my BCA dr siang sibuk truss , payah lahh",1,2023-08-02 11:28:07
warga barbar,"Kok makin kesini semua transaksi dikenakan biaya, mana biayanya lebih tinggi dari pada bank biasa. Kalo gini mending pindah bank biasa aja...",1,2023-08-02 11:09:18
Wahyu Purnomo,Konekso jelek,1,2023-08-02 10:56:26
Tito,"Semua Call Center sibuk, gak bisa di hubungi",1,2023-08-02 10:54:05
ryan arang,"hallo admin, saya top up dana saldo udah berkurang udah hampir setengah hari tp transaksi masih diproses aja, nomer telphon cs nya sibuk mulu. terus dana saya ini gimana min.?",3,2023-08-02 10:04:34
andro info,Aneh..mau setor aja kena potongan 3500.. auto tutup akun gw kalo tarik is ok lah ber bayar setor bayar gw yakin pada lari yg punya blue,1,2023-08-02 09:51:38
Chintya Maria,"Tolong dong, sya slma ini tidak ada complain, tpi hari ini sya transfer ke rek lain dri siang sampe sore ini blm masuk. Trus top up Shopee pay smpe 2 kali gk masuk"" Di Shopee sya padahal keterangan di blu transaksi berhasil.. Mana uang sya cman sedikit 🥺 saya sudah email tpi tidak ada balasan.",4,2023-08-02 08:17:18
Doni Hernawan,Ka knp ya saya pemindahan uang dri BLU ke dana sedang di proses mlu sedangkan saldo di blu saya kepotong,3,2023-08-02 06:40:20
Ria Agustin,Makin kesini blu digital kok susah untuk masuk yaa?susah bgt masuk ke aplikasi tiap mau transaksi.,2,2023-08-02 05:43:54
Putera Jaya Mendrofa,Wasting time for login,1,2023-08-02 05:41:55
Dwi Arifyandi,Transfer ke bca ataupun tarik tunai dikenakan biaya. Aneh bgt,1,2023-08-02 05:13:33
Wahyu Prasetya,Sinyal bagus gak bisa masuk aplikasi. Virtual account gak bisa dipake. Tarik tunai kena biaya. Padahal di atm bca. Payah! Mending uninstall aja deh,1,2023-08-02 04:41:04
Mukid Mukidi,memuaskan,5,2023-08-02 02:40:54
Bayu Septian,mudah cepet pokok e the best,5,2023-08-02 02:16:07
Banter,Aplikasi nya terlalu berat masuk nya keluarnya nya juga lambat responnya lama,1,2023-08-02 01:41:18
Wini Astuti,"semoga lebih lancar dan mudah lagi baru kemaren saya kasih bintang 5 sekarang kenapa malah jadi buruk sih,,, sya ada kendala , chat laporan sana sini tidak ada respon ,respon nya malah tidak sesuai dengan kendala saya,,",5,2023-08-02 01:33:19
Wibi SuryaWijaya,"Akun blu saya tidak bisa transfer atau tarik tunai, selalu muncuh yah putus, yah gagal, tapi gk di jelasin apa kendala nya ntah sinyal atau server yang eror",1,2023-08-01 18:12:10
Kadaffa Kadaffi,Tolong adakan kartu fisiknya dong,3,2023-08-01 14:14:49
Sabarriyah,mantap,4,2023-08-01 14:12:00
Hendra sk,bca blu apa lagi ganguan ya kak,5,2023-08-01 13:39:30
Amir Wicaksono,"Blu sekarang sering trouble, udah ada biaya bukan malah oke tapi malah turun. Kalo bukan karena pocketnya udah aku uninstall",2,2023-08-01 13:19:49
Ray Fachri Hadi,"Server Blu seminggu ini sedang buruk sekali rasanya, mohon untuk segera diperbaiki.. karena ini sangat mengganggu kenyamanan transaksi sehari-hari.",1,2023-08-01 12:31:33
Meulistasia Sayuti Syarif,"Blu dari tadi siang, setiap kali transaksi ada aja kendala nya,,hari ini kenapa selalu nemuin kendala setiap transaksi",2,2023-08-01 12:17:24
wong ngapak,payah lemot aplikasinya... lagi buruu2 di atm malah lelet hadeuh,1,2023-08-01 12:12:37
Andre Awan,sekarang Banyak potongan admin. jadi males pake.,2,2023-08-01 12:08:44
Aisyah Sani,"Agak kesel mau transfer selain masukin pin juga harus verifikasi wajah. Masalahnya aku habis pakai behel, jadi agak beda mukanya. Ini sampe harus nunggu 60 menit baru bisa buka blu lagi. Masukin cara yang sama pakai kacamata sama kerudung yang beda, sama aja pas verifikasi nggak bisa 😮‍💨 padahal pakai pin aja sudah cukup, kenapa harus dobel 🤧 ini nunggu 1 jam lagi baru bisa proses.",2,2023-08-01 11:36:57
HABIB ISMAIL ALQADRI,"Halo admin, tolong bantu saya saat verifikasi nomor hp kenapa otp nya tidak dikirim, padahal nomor valid, untuk otp pembukaan",3,2023-08-01 07:01:12
Eliza Kartika,"baru pakai, saat ini masih oke..",4,2023-08-01 05:25:10
